id_persona,temperature,situacao,lifestyle,stai_total,stai_1,stai_2,stai_3,stai_4,stai_5,stai_6,stai_7,stai_8,stai_9,stai_10,stai_11,stai_12,stai_13,stai_14,stai_15,stai_16,stai_17,stai_18,stai_19,stai_20
P010740,0.9,padrao_1,sedentário,49,3,3,2,3,2,3,2,3,2,3,3,2,3,2,4,2,3,3,2,4
P003757,0.9,padrao_1,moderado,54,3,3,2,4,3,2,3,2,3,2,3,4,2,3,2,3,4,2,3,4
P007497,0.9,padrao_1,moderado,52,3,3,4,2,3,3,4,2,3,2,4,3,2,3,4,2,3,4,3,2
P009575,0.9,padrao_1,moderado,48,3,2,3,2,3,3,2,3,2,3,2,2,3,2,3,3,2,3,2,3
P004290,0.9,padrao_1,ativo,50,3,3,2,4,3,2,3,4,2,3,2,3,4,2,3,3,2,4,3,4
P008059,0.9,padrao_1,moderado,48,3,2,3,2,3,2,3,2,3,2,4,3,2,2,3,2,3,2,3,2
P003075,0.9,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,4,3,2,3,3
P005959,0.9,padrao_1,moderado,53,3,3,2,3,2,3,3,2,3,3,2,3,2,3,2,3,2,3,2,3
P000975,0.9,padrao_1,moderado,49,3,2,2,3,2,3,2,3,2,2,3,2,3,2,3,2,2,3,2,2
P005887,0.9,padrao_1,ativo,44,3,3,4,2,3,2,3,4,2,3,4,2,3,2,3,4,3,2,3,4
P003690,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P004451,0.9,padrao_1,sedentário,53,3,2,4,3,2,3,4,2,3,4,3,2,4,3,2,4,3,2,4,3
P004681,0.9,padrao_1,ativo,48,3,2,3,2,3,4,2,3,2,3,4,2,3,2,3,2,4,3,3,2
P007996,0.9,padrao_1,moderado,44,3,3,2,2,3,2,3,2,3,2,4,3,2,2,4,3,2,3,3,2
P006126,0.9,padrao_1,moderado,46,3,3,2,2,3,4,2,3,2,3,3,2,3,4,2,3,2,3,4,2
P005703,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,2,3,2,3,2,3,2,3,3,2,3,2,3
P009838,0.9,padrao_1,moderado,47,3,3,2,3,4,2,3,2,3,2,3,3,2,3,4,2,3,2,3,2
P008819,0.9,padrao_1,moderado,52,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,4,2,3
P005743,0.9,padrao_1,muito ativo,42,3,3,2,3,2,2,2,3,2,4,3,2,3,2,3,4,2,3,4,3
P009952,0.9,padrao_1,sedentário,45,3,2,3,2,3,2,3,3,2,2,3,2,3,2,4,3,3,2,4,3
P010361,0.9,padrao_1,ativo,48,2,3,2,3,3,2,2,3,3,2,3,2,3,2,3,3,2,3,2,3
P009914,0.9,padrao_1,moderado,45,3,4,3,2,4,3,2,3,2,4,3,2,4,3,2,4,3,2,3,4
P009226,0.9,padrao_1,moderado,46,3,3,2,2,3,3,2,3,2,3,3,2,3,3,2,2,3,2,3,2
P001151,0.9,padrao_1,moderado,53,3,3,2,4,2,3,3,2,4,3,2,3,2,3,4,2,3,3,4,3
P006111,0.9,padrao_1,moderado,45,3,2,3,2,4,3,2,3,3,2,4,3,2,3,4,3,2,3,4,3
P007434,0.9,padrao_1,moderado,51,3,3,2,3,2,3,3,2,3,2,3,3,2,3,2,3,2,3,3,2
P000242,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P007809,0.9,padrao_1,ativo,48,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2
P007500,0.9,padrao_1,ativo,51,3,2,2,3,2,4,3,2,3,2,3,1,2,3,4,1,3,2,3,2
P004954,0.9,padrao_1,moderado,55,3,3,2,4,3,2,3,2,4,3,3,2,4,3,2,3,4,3,2,3
P004609,0.9,padrao_1,sedentário,46,3,3,2,3,4,3,2,3,2,3,3,4,3,2,2,3,3,2,4,3
P009974,0.9,padrao_1,moderado,55,3,2,3,3,2,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3
P000056,0.9,padrao_1,moderado,52,3,3,2,3,2,3,3,2,2,2,3,3,2,3,2,3,2,3,2,3
P000733,0.9,padrao_1,ativo,53,3,3,2,2,3,2,3,2,4,3,2,2,3,4,3,2,3,3,2,3
P006531,0.9,padrao_1,ativo,45,3,4,3,2,4,3,2,4,3,3,2,4,3,2,4,3,2,4,3,2
P005487,0.9,padrao_1,moderado,47,3,3,2,2,4,3,2,3,2,3,2,3,4,2,3,4,3,3,2,3
P000186,0.9,padrao_1,moderado,49,3,2,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2
P003564,0.9,padrao_1,moderado,47,3,3,2,4,3,2,3,2,4,3,4,2,3,1,3,2,3,2,4,3
P008111,0.9,padrao_1,moderado,51,3,2,3,2,2,3,2,2,3,2,3,1,2,3,2,3,2,3,2,3
P004351,0.9,padrao_1,ativo,48,3,3,2,3,2,4,2,3,3,2,4,3,2,3,2,4,3,2,3,2
P003951,0.9,padrao_1,moderado,55,3,3,4,3,4,3,4,2,3,3,4,3,3,4,3,2,3,4,3,3
P002603,0.9,padrao_1,moderado,53,3,3,2,4,2,3,3,2,3,2,4,3,3,2,3,2,4,3,3,2
P001346,0.9,padrao_1,moderado,48,3,3,2,4,2,3,2,3,4,3,2,3,2,3,3,4,2,3,4,2
P009801,0.9,padrao_1,ativo,51,3,3,2,2,3,2,3,2,4,3,2,3,2,3,1,2,3,2,3,2
P006611,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P005694,0.9,padrao_1,sedentário,50,3,3,2,2,3,2,3,2,4,2,3,3,4,2,3,2,3,2,3,2
P010155,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P002020,0.9,padrao_1,moderado,50,3,2,3,2,3,2,4,2,3,2,4,3,2,3,3,2,3,2,4,3
P005452,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,4,2,3,2,3,2,4,2,3,2,3,2
P006280,0.9,padrao_1,moderado,47,3,3,2,2,3,3,2,3,3,2,3,3,2,2,3,3,2,3,2,3
P001563,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P007207,0.9,padrao_1,moderado,49,2,3,2,2,3,2,3,2,3,2,3,1,3,2,2,3,2,3,2,3
P001544,0.9,padrao_1,moderado,45,3,4,3,2,3,4,2,3,3,2,4,3,2,3,4,3,2,3,4,3
P007599,0.9,padrao_1,sedentário,50,3,4,3,2,4,3,3,2,4,3,2,4,3,3,2,4,3,2,4,3
P010135,0.9,padrao_1,sedentário,50,3,3,2,4,2,3,3,2,3,4,2,3,2,3,4,3,2,4,3,2
P008109,0.9,padrao_1,moderado,50,3,4,3,3,2,4,3,2,3,4,2,4,3,2,3,4,3,2,4,3
P008265,0.9,padrao_1,moderado,54,3,3,4,2,3,3,4,2,3,3,2,3,4,2,3,3,4,2,3,3
P003776,0.9,padrao_1,moderado,54,3,2,3,2,3,2,3,1,3,2,2,3,2,3,2,3,2,3,2,3
P002473,0.9,padrao_1,moderado,56,3,3,2,4,3,2,3,2,4,3,2,3,4,2,3,2,4,3,2,3
P004522,0.9,padrao_1,moderado,51,3,2,2,4,3,2,3,4,2,3,2,3,4,3,2,4,3,2,3,4
P000441,0.9,padrao_1,moderado,50,3,3,2,3,4,2,3,2,3,2,4,2,3,2,3,2,4,3,2,3
P006972,0.9,padrao_1,moderado,49,3,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P010659,0.9,padrao_1,sedentário,51,3,2,3,2,3,4,2,3,4,3,2,3,2,3,4,3,2,3,2,3
P008365,0.9,padrao_1,moderado,50,3,3,2,4,2,3,2,3,3,2,4,3,2,3,2,3,2,4,3,2
P001615,0.9,padrao_1,moderado,48,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2
P009252,0.9,padrao_1,moderado,55,3,3,2,4,3,2,3,2,3,2,3,4,2,3,3,2,4,3,2,3
P007938,0.9,padrao_1,ativo,51,3,2,3,2,3,4,2,3,3,2,3,2,3,4,2,3,3,2,3,2
P005520,0.9,padrao_1,moderado,50,3,3,2,2,3,3,2,3,2,2,3,2,3,3,2,2,3,3,2,3
P008182,0.9,padrao_1,moderado,48,3,2,3,3,2,3,2,3,2,3,4,3,2,3,4,2,3,2,3,3
P001476,0.9,padrao_1,moderado,56,3,2,4,3,2,3,4,2,3,2,3,4,2,3,1,4,2,3,3,2
P004604,0.9,padrao_1,moderado,48,3,3,2,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3,2
P002250,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P006124,0.9,padrao_1,moderado,53,3,2,3,2,3,2,3,2,3,2,2,3,2,3,3,2,3,2,2,3
P003782,0.9,padrao_1,moderado,47,3,3,2,3,4,3,2,4,3,3,2,4,2,3,3,2,3,3,4,2
P009617,0.9,padrao_1,moderado,50,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3
P008696,0.9,padrao_1,ativo,55,3,2,3,3,2,3,2,2,4,3,2,3,2,3,4,2,3,3,2,3
P008015,0.9,padrao_1,sedentário,53,3,3,2,3,2,4,3,3,2,4,3,2,3,4,2,3,4,3,2,3
P001391,0.9,padrao_1,sedentário,55,3,3,2,4,2,3,2,3,4,2,3,2,3,4,2,3,2,3,1,3
P000575,0.9,padrao_1,moderado,56,3,3,4,3,4,3,2,3,4,3,2,3,4,3,2,3,4,3,2,3
P007099,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P010657,0.9,padrao_1,moderado,49,3,3,2,3,2,2,3,2,3,2,3,3,2,3,2,3,2,2,3,2
P010357,0.9,padrao_1,moderado,49,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2
P007684,0.9,padrao_1,moderado,53,3,3,2,4,3,3,2,4,3,2,3,2,4,3,3,2,4,3,2,3
P001036,0.9,padrao_1,moderado,48,3,2,2,3,3,2,3,2,3,2,3,2,3,1,3,2,3,2,3,2
P010700,0.9,padrao_1,ativo,44,3,3,2,2,3,4,2,3,2,3,4,2,3,2,3,4,2,3,2,3
P001112,0.9,padrao_1,moderado,50,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2
P000518,0.9,padrao_1,moderado,52,2,3,2,3,2,3,2,2,3,3,2,2,3,2,2,3,2,3,2,3
P000675,0.9,padrao_1,moderado,48,3,4,3,2,3,4,2,3,3,2,4,3,2,3,4,3,2,4,2,3
P008600,0.9,padrao_1,ativo,50,3,3,2,3,2,4,3,2,4,3,2,2,3,2,3,3,2,3,4,2
P000922,0.9,padrao_1,moderado,47,3,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2
P008768,0.9,padrao_1,moderado,53,3,2,3,2,4,2,3,2,4,3,2,3,2,4,3,2,3,2,3,4
P002345,0.9,padrao_1,moderado,45,3,4,3,2,3,2,4,3,2,3,4,3,2,3,3,4,3,2,3,4
P010416,0.9,padrao_1,moderado,50,3,2,3,2,3,3,2,3,2,2,3,3,2,3,2,3,2,3,2,3
P001710,0.9,padrao_1,moderado,45,3,3,2,2,3,3,2,3,2,4,2,3,2,3,3,2,3,2,3,2
P005869,0.9,padrao_1,moderado,49,3,3,2,3,2,2,3,2,3,2,3,3,2,2,3,2,3,2,3,2
P000295,0.9,padrao_1,moderado,54,3,3,2,4,2,3,2,4,3,2,3,3,2,4,2,3,3,4,2,3
P000533,0.9,padrao_1,moderado,51,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P000969,0.9,padrao_1,moderado,50,3,3,2,3,4,3,2,3,2,3,2,3,3,4,2,3,2,3,3,4
P010288,0.9,padrao_1,ativo,55,3,4,2,3,4,3,3,2,4,3,2,3,4,3,2,3,3,4,2,3
P002457,0.9,padrao_1,moderado,53,3,3,4,2,3,3,2,4,3,3,2,3,2,4,3,2,4,3,2,3
P003524,0.9,padrao_1,moderado,51,3,3,4,2,3,2,4,3,2,3,2,3,4,2,3,3,3,4,3,2
P006571,0.9,padrao_1,moderado,46,3,4,3,2,4,3,2,3,4,2,3,1,4,3,2,4,3,2,3,2
P007170,0.9,padrao_1,moderado,51,3,3,4,3,3,2,3,2,4,3,3,2,3,2,3,3,4,2,3,3
P007854,0.9,padrao_1,sedentário,53,3,4,3,4,2,4,3,3,2,4,3,4,2,3,4,2,3,4,2,3
P009098,0.9,padrao_1,sedentário,53,3,3,2,3,2,3,4,2,3,2,3,2,4,2,3,3,2,3,2,3
P005461,0.9,padrao_1,ativo,51,3,3,2,3,2,3,2,3,2,2,3,4,2,3,2,3,3,2,2,3
P006474,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,3,2,2
P009770,0.9,padrao_1,moderado,47,3,4,3,2,3,3,2,2,3,2,3,3,4,2,3,4,2,3,3,2
P009584,0.9,padrao_1,moderado,50,3,3,2,2,3,3,2,2,3,2,3,2,3,2,1,3,2,3,2,3
P005586,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,3,2,3,4,2,3,2,3,2,3
P007342,0.9,padrao_1,moderado,52,3,2,3,3,2,3,2,2,1,3,2,3,2,3,2,3,2,3,2,3
P007175,0.9,padrao_1,moderado,50,2,2,3,3,3,2,3,3,2,3,2,3,2,2,3,3,2,3,2,3
P002220,0.9,padrao_1,moderado,50,3,3,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3
P004256,0.9,padrao_1,ativo,52,3,4,3,2,3,2,3,4,3,2,3,4,2,3,3,2,4,3,2,4
P003335,0.9,padrao_1,moderado,51,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3
P008790,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P005474,0.9,padrao_1,moderado,51,3,2,3,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3
P002379,0.9,padrao_1,moderado,47,3,2,3,2,3,2,2,3,2,3,2,3,3,2,3,2,3,2,3,2
P003784,0.9,padrao_1,moderado,52,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3
P009461,0.9,padrao_1,moderado,51,3,4,3,2,3,4,3,2,3,2,3,4,3,2,3,4,3,2,3,4
P009294,0.9,padrao_1,moderado,53,3,3,2,3,2,4,3,2,3,2,3,2,3,4,3,2,3,2,3,2
P008658,0.9,padrao_1,ativo,48,3,3,2,3,2,3,2,3,2,2,3,2,3,2,3,3,2,3,2,3
P001537,0.9,padrao_1,moderado,48,3,3,2,3,4,2,3,3,2,4,3,2,3,4,3,2,3,3,2,3
P005549,0.9,padrao_1,moderado,49,3,3,2,4,3,2,3,2,1,3,3,4,3,2,2,4,3,2,3,4
P007274,0.9,padrao_1,moderado,53,3,3,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3
P009413,0.9,padrao_1,moderado,55,3,2,3,3,2,4,3,2,2,3,4,3,3,2,3,2,4,3,2,3
P003129,0.9,padrao_1,moderado,49,3,3,2,2,3,2,3,2,2,3,2,3,2,3,2,2,3,2,3,3
P010265,0.9,padrao_1,moderado,50,3,3,2,3,2,3,3,2,2,3,3,2,4,3,2,3,2,3,3,2
P000963,0.9,padrao_1,moderado,48,3,2,3,2,3,3,2,4,3,2,2,3,3,2,3,3,2,3,3,2
P002566,0.9,padrao_1,moderado,44,3,3,2,2,3,3,2,3,3,2,3,2,3,2,3,4,3,2,3,2
P000066,0.9,padrao_1,moderado,52,3,2,3,2,3,2,3,2,4,2,3,2,3,3,2,4,2,3,2,3
P006084,0.9,padrao_1,sedentário,52,3,2,3,2,4,3,4,2,3,2,4,3,3,2,3,2,4,3,4,3
P007142,0.9,padrao_1,moderado,48,3,3,2,4,2,3,2,3,2,3,4,2,3,3,2,4,2,3,3,4
P005283,0.9,padrao_1,moderado,45,3,3,2,2,2,3,2,3,1,2,3,2,2,3,2,2,3,1,3,2
P002274,0.9,padrao_1,moderado,49,3,3,2,3,2,3,2,3,2,3,2,3,3,2,3,3,2,3,2,3
P009783,0.9,padrao_1,sedentário,53,3,4,3,2,3,3,2,3,4,2,3,4,3,2,3,2,4,3,2,3
P001918,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P007184,0.9,padrao_1,moderado,56,3,3,4,3,2,3,4,2,3,3,2,4,3,2,3,3,4,2,3,3
P002041,0.9,padrao_1,moderado,53,3,4,3,2,3,4,3,3,4,2,3,4,3,2,3,4,3,4,2,3
P001598,0.9,padrao_1,moderado,49,3,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,3
P009243,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,2,3,2,3,3,2,3,2,3,2,3
P000539,0.9,padrao_1,moderado,53,3,3,2,3,2,3,2,2,4,3,3,2,3,2,3,2,3,4,2,3
P003507,0.9,padrao_1,moderado,51,3,2,4,3,2,3,2,4,3,2,3,4,2,3,2,4,3,2,4,3
P006400,0.9,padrao_1,moderado,49,3,3,2,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P007784,0.9,padrao_1,moderado,49,2,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2,2,3,2
P001606,0.9,padrao_1,moderado,49,3,3,2,3,2,3,3,2,3,2,3,2,3,2,3,3,3,2,3,2
P000013,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P004010,0.9,padrao_1,moderado,53,3,2,3,3,2,2,4,3,2,3,2,3,2,3,2,3,2,3,2,3
P010632,0.9,padrao_1,ativo,48,3,2,3,2,3,4,2,3,2,3,4,2,3,2,3,2,3,4,3,2
P003200,0.9,padrao_1,sedentário,45,3,3,2,3,4,3,2,4,3,3,2,4,3,2,3,4,2,3,4,3
P004560,0.9,padrao_1,sedentário,54,3,3,4,3,3,2,3,2,4,3,3,2,3,2,3,2,4,3,3,4
P006306,0.9,padrao_1,moderado,54,3,3,2,3,2,4,3,2,3,2,3,3,4,2,3,3,2,3,2,3
P003529,0.9,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,2,2,3,3,2,3,2,3
P002173,0.9,padrao_1,moderado,53,3,3,2,4,3,3,2,3,4,2,3,3,2,4,3,2,3,4,3,2
P003386,0.9,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2
P004228,0.9,padrao_1,moderado,46,3,3,2,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2
P010125,0.9,padrao_1,moderado,50,3,3,4,3,3,4,2,3,4,3,2,3,3,2,4,3,3,2,4,3
P002049,0.9,padrao_1,moderado,55,3,3,2,4,2,3,3,2,3,2,4,3,2,3,3,2,4,3,2,3
P000416,0.9,padrao_1,moderado,50,3,3,2,2,4,3,2,3,3,2,4,2,3,4,2,3,4,3,2,3
P006716,0.9,padrao_1,moderado,57,3,3,2,4,2,3,3,1,3,2,3,2,4,3,2,3,4,2,3,4
P008439,0.9,padrao_1,moderado,52,3,4,3,2,3,4,3,2,4,3,2,3,2,4,3,3,2,4,3,2
P001547,0.9,padrao_1,moderado,49,3,3,2,3,2,3,2,3,2,2,3,4,3,3,2,3,2,2,3,2
P008642,0.9,padrao_1,moderado,51,3,3,2,3,2,3,2,3,2,3,2,3,2,3,1,3,2,3,2,3
P000196,0.9,padrao_1,moderado,55,3,3,2,3,2,4,3,2,3,2,3,2,4,3,3,2,3,4,3,2
P007235,0.9,padrao_1,moderado,47,3,3,2,3,2,2,4,3,2,3,3,2,3,2,4,3,2,3,2,3
P004701,0.9,padrao_1,moderado,49,3,3,2,3,2,3,2,2,3,3,2,2,3,3,2,3,2,2,3,2
P004116,0.9,padrao_1,moderado,49,3,2,3,3,2,2,3,2,2,3,3,2,2,3,2,3,2,3,3,2
P001070,0.9,padrao_1,moderado,45,3,4,3,3,4,3,2,3,2,4,3,4,2,3,3,4,2,3,3,4
P006778,0.9,padrao_1,moderado,50,3,3,2,2,3,3,2,2,3,2,3,3,2,4,3,2,3,2,3,3
P006466,0.9,padrao_1,moderado,43,3,3,2,3,2,2,3,3,2,4,3,2,2,3,3,3,2,2,3,2
P001469,0.9,padrao_1,moderado,49,3,3,2,3,2,3,2,3,2,3,2,4,3,2,3,2,3,2,3,2
P008148,0.9,padrao_1,moderado,46,3,4,3,2,4,3,2,3,4,2,3,4,3,2,3,4,2,3,4,3
P000604,0.9,padrao_1,moderado,46,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3,2,1,3,2
P007698,0.9,padrao_1,moderado,52,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3
P007078,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P006836,0.9,padrao_1,muito ativo,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P003786,0.9,padrao_1,sedentário,52,3,3,2,3,2,3,2,3,4,2,3,2,3,3,2,3,2,3,3,4
P008840,0.9,padrao_1,moderado,48,2,3,3,2,3,2,3,2,3,2,3,2,3,1,3,2,3,2,3,2
P005248,0.9,padrao_1,moderado,58,3,3,2,4,2,3,4,2,3,3,2,3,4,2,3,2,3,4,2,3
P006837,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P003759,0.9,padrao_1,sedentário,47,3,4,3,2,4,3,4,3,2,4,3,2,4,3,2,4,3,2,3,4
P004974,0.9,padrao_1,moderado,53,3,2,3,4,3,2,3,2,3,4,2,3,4,3,2,3,2,3,4,3
P005934,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2
P008390,0.9,padrao_1,moderado,49,3,2,3,2,3,2,3,2,2,3,3,2,3,4,3,2,2,3,4,3
P006550,0.9,padrao_1,ativo,58,3,2,3,2,3,4,3,2,4,3,2,4,3,2,3,2,4,3,2,3
P000428,0.9,padrao_1,moderado,52,2,3,2,3,2,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2
P000362,0.9,padrao_1,moderado,51,3,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P001064,0.9,padrao_1,moderado,48,3,3,4,3,4,3,2,4,3,3,4,2,3,3,4,3,4,3,2,3
P003268,0.9,padrao_1,moderado,46,3,3,2,3,2,3,2,3,2,2,3,3,2,2,3,3,2,2,3,3
P001746,0.9,padrao_1,moderado,57,3,2,4,3,2,3,4,2,3,2,4,3,2,3,4,2,3,4,2,3
P004815,0.9,padrao_1,ativo,48,3,2,3,1,4,3,2,4,3,2,3,1,4,2,3,1,4,3,2,1
P010162,0.9,padrao_1,ativo,52,3,2,4,3,2,3,4,2,3,4,2,3,4,2,3,4,2,3,4,2
P008937,0.9,padrao_1,moderado,49,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3
P008999,0.9,padrao_1,moderado,50,3,3,2,3,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3
P004950,0.9,padrao_1,moderado,47,3,4,3,2,3,4,3,3,2,4,3,4,2,3,3,4,2,4,3,3
P003860,0.9,padrao_1,ativo,48,3,3,2,3,4,3,2,3,2,3,4,3,2,3,3,2,4,3,2,3
P010480,0.9,padrao_1,moderado,48,3,3,2,3,2,2,3,3,2,3,2,3,3,2,2,3,3,2,3,2
P005642,0.9,padrao_1,ativo,48,3,3,2,2,3,3,2,2,3,2,3,2,3,2,3,3,2,3,2,3
P005085,0.9,padrao_1,ativo,45,3,4,2,3,4,3,4,2,3,4,2,3,4,2,3,4,2,3,4,1
P002661,0.9,padrao_1,moderado,49,2,3,2,3,2,3,1,2,2,3,2,3,1,2,3,2,3,2,2,3
P006233,0.9,padrao_1,moderado,52,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,3,2,3
P001838,0.9,padrao_1,moderado,48,3,3,2,3,2,2,3,3,2,2,3,3,2,4,3,3,2,2,3,3
P000297,0.9,padrao_1,sedentário,44,3,2,3,2,4,3,2,3,2,3,4,2,3,2,4,3,2,3,2,3
P007391,0.9,padrao_1,moderado,51,3,4,2,4,3,4,2,3,4,3,2,3,4,3,2,4,3,2,4,3
P006248,0.9,padrao_1,sedentário,51,3,4,3,2,3,4,3,2,3,4,2,3,4,3,2,3,2,3,4,3
P008661,0.9,padrao_1,sedentário,48,3,3,4,3,3,2,3,4,2,3,2,3,3,2,4,3,3,2,2,3
P009526,0.9,padrao_1,moderado,53,3,3,2,3,2,3,2,3,4,2,3,2,3,3,2,3,2,3,2,4
P004179,0.9,padrao_1,moderado,49,3,3,2,3,2,3,2,2,2,3,2,3,2,3,2,3,3,2,3,2
P010220,0.9,padrao_1,moderado,52,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3
P005944,0.9,padrao_1,moderado,53,3,3,2,4,2,3,3,2,3,2,3,3,2,4,2,3,2,3,3,2
P007968,0.9,padrao_1,moderado,51,3,3,4,2,3,2,3,3,4,2,3,4,2,3,3,3,2,4,3,2
P000585,0.9,padrao_1,sedentário,46,3,3,2,3,2,3,2,3,1,3,2,2,3,2,3,2,2,3,3,2
P000667,0.9,padrao_1,moderado,48,3,3,2,2,3,2,3,3,2,3,2,3,2,3,3,2,3,2,2,3
P006706,0.9,padrao_1,ativo,55,3,3,2,4,3,2,3,2,4,3,3,2,4,3,2,3,4,3,2,3
P007126,0.9,padrao_1,moderado,49,3,3,2,3,2,3,2,3,2,2,3,3,3,2,3,3,2,3,2,3
P000331,0.9,padrao_1,moderado,50,3,2,3,2,3,2,4,3,2,3,2,3,2,3,2,3,2,4,3,2
P000545,0.9,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2
P004573,0.9,padrao_1,moderado,55,3,2,3,3,2,4,3,2,3,2,3,2,4,3,2,3,3,2,3,2
P009676,0.9,padrao_1,ativo,46,3,3,2,3,4,2,3,2,3,4,2,3,4,2,3,3,2,3,4,2
P000410,0.9,padrao_1,sedentário,58,3,3,2,4,2,3,3,2,4,2,3,2,4,3,2,3,4,3,2,3
P009590,0.9,padrao_1,moderado,46,3,4,3,2,3,2,4,3,2,3,3,4,2,3,4,2,3,3,4,2
P008197,0.9,padrao_1,moderado,51,3,2,3,2,3,2,3,2,4,3,2,3,3,2,4,3,2,3,2,3
P001394,0.9,padrao_1,ativo,50,3,3,2,2,3,2,3,2,3,2,3,2,4,3,2,3,2,4,3,2
P005049,0.9,padrao_1,ativo,54,3,3,2,4,3,2,4,2,3,1,4,3,2,3,4,2,3,4,2,3
P004136,0.9,padrao_1,moderado,49,3,3,2,4,3,2,3,2,3,4,2,3,3,2,4,3,2,3,3,4
P005620,0.9,padrao_1,moderado,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P000364,0.9,padrao_1,ativo,50,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
P010345,0.9,padrao_1,sedentário,51,3,3,2,4,2,3,3,2,3,2,4,3,2,3,3,4,2,3,3,4
P000659,0.9,padrao_1,moderado,48,3,3,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2
P001321,0.9,padrao_1,moderado,51,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3
